icao,iata,name,city,subd,country,elevation,lat,lon,tz,lid
CAZ5,,Cache Creek-Ashcroft Regional Airport,Cache Creek,British Columbia,CA,2034,50.77510911,-121.3212276,America/Vancouver,
CBA8,,Beaverley Airport,Beaverley,British Columbia,CA,2420,53.85559845,-122.9079971,America/Vancouver,
CBA9,,Ospika Airport,Ospika,British Columbia,CA,2300,56.27500153,-124.052002,America/Vancouver,
CBB7,,Tipella Airport,Tipella,British Columbia,CA,55,49.74309921,-122.163002,America/Vancouver,
CBB9,,Osoyoos Airport,Osoyoos,British Columbia,CA,1100,49.03720093,-119.4889984,America/Vancouver,
CBBC,ZEL,Bella Bella (Campbell Island) Airport,Bella Bella,British Columbia,CA,141,52.18500137,-128.1569977,America/Vancouver,
CBC2,,Ford Bay Airport,Ford Bay,Northwest Territories,CA,673,66.03749847,-124.7149963,America/Yellowknife,
CBD6,,Nahanni Butte Airport,Nahanni Butte,Northwest Territories,CA,600,61.02970123,-123.3889999,America/Yellowknife,
CBE2,,Elko Airport,Elko,British Columbia,CA,2850,49.28329849,-115.1500015,America/Edmonton,
CBF2,,Belwood (Baird Field),,Ontario,CA,1410,43.80833333,-80.31194444,America/Toronto,
CBF9,,Mabel Lake Airport,Mabel Lake,British Columbia,CA,1410,50.60889816,-118.7310028,America/Vancouver,
CBG2,,Green Lake Airport,Green Lake,British Columbia,CA,3550,51.4294014,-121.2099991,America/Vancouver,
CBH2,,Helmet Airport,Helmet,British Columbia,CA,1930,59.42580032,-120.7979965,America/Fort_Nelson,
CBH4,,Prairie Creek Airport,Prairie Creek,Northwest Territories,CA,2950,61.56470108,-124.8150024,America/Yellowknife,
CBJ4,,Echo Valley Airport,Echo Valley,British Columbia,CA,3650,51.24169922,-121.9940033,America/Vancouver,
CBK6,,Quesnel Lake Airport,Quesnel Lake,British Columbia,CA,2500,52.51499939,-121.0449982,America/Vancouver,
CBK7,,Mile 422 (Alaska Highway) Airport,Toad River,British Columbia,CA,2400,58.84939957,-125.2399979,America/Fort_Nelson,
CBL3,,Gordon Field,Fort Nelson,British Columbia,CA,1625,58.81669998,-122.7829971,America/Fort_Nelson,
CBL6,,Radium Hot Springs Airport,Radium Hot Springs,British Columbia,CA,2650,50.63330078,-116.0999985,America/Edmonton,
CBL9,,Elkin Creek Guest Ranch Airport,Elkin Creek,British Columbia,CA,4080,51.51279831,-123.8040009,America/Vancouver,
CBM5,,Telegraph Creek Airport,Telegraph Creek,British Columbia,CA,1100,57.91669846,-131.1170044,America/Vancouver,
CBM6,,Midway Airport,Midway,British Columbia,CA,1896,49.00999832,-118.7900009,America/Vancouver,
CBN9,,Tsay Keh Airport,Tsay Keh,British Columbia,CA,2280,56.90610123,-124.9649963,America/Vancouver,
CBQ2,,Fort Langley Airport,Fort Langley,British Columbia,CA,30,49.16749954,-122.5550003,America/Vancouver,
CBQ7,,Kemess Creek Airport,Kemess Creek,British Columbia,CA,4191,56.97439957,-126.7409973,America/Vancouver,
CBQ8,,Woodcock Airport,Woodcock,British Columbia,CA,537,55.06669998,-128.2330017,America/Vancouver,
CBR2,,Kaslo Airport,Kaslo,British Columbia,CA,2354,49.90359879,-116.9349976,America/Vancouver,
CBR4,,Clinton / Bleibler Ranch,Clinton,British Columbia,CA,3695,51.26680216,-121.6857719,America/Vancouver,
CBS4,,Mule Creek Airport,Mule Creek,British Columbia,CA,2900,59.78559875,-136.5829926,America/Vancouver,
CBS7,,Briercrest South Airport,Briercrest South,Saskatchewan,CA,2120,50.06639862,-105.3010025,America/Regina,
CBS8,,Port Alberni Airport,Port Alberni,British Columbia,CA,250,49.32189941,-124.9309998,America/Vancouver,
CBT3,,Tsetzi Lake (Pan Phillips) Airport,Tsetzi Lake,British Columbia,CA,3550,52.97190094,-125.0270004,America/Vancouver,
CBT6,,Quilchena Airport,Quilchena,British Columbia,CA,2100,50.1618896,-120.5077457,America/Vancouver,
CBU2,,Eddontenajon / Iskut Village Airport,Eddontenajon,British Columbia,CA,3100,57.84799416,-129.9839687,America/Vancouver,
CBW2,,Kitimat Airport,Kitimat,British Columbia,CA,250,54.16389847,-128.5809937,America/Vancouver,
CBW3,,Fort Grahame Airport,Fort Graham,British Columbia,CA,2230,56.52138779,-124.4702911,America/Vancouver,
CBW4,,Bob Quinn Lake Airport,Bob Quinn Lake,British Columbia,CA,2000,56.96670151,-130.25,America/Vancouver,
CBW6,,Belwood (Wright Field),,Ontario,CA,1490,43.79388889,-80.4025,America/Toronto,
CBW8,,Prince George (North Cariboo Air Park) Airport,Prince George,British Columbia,CA,2500,54.0080986,-123.0230026,America/Vancouver,
CBX5,,Tungsten (Cantung) Airport,Tungsten,Northwest Territories,CA,3500,61.95690155,-128.2030029,America/Yellowknife,
CBX7,,Tumbler Ridge Airport,Tumbler Ridge,British Columbia,CA,3075,55.02500153,-120.9349976,America/Dawson_Creek,
CBZ9,,Fraser Lake Airport,Fraser Lake,British Columbia,CA,2690,54.01330185,-124.7679977,America/Vancouver,
CCA3,,Cable Head Airpark,Cable Head,Prince Edward Island,CA,94,46.44329834,-62.59280014,America/Halifax,
CCA6,YWM,Williams Harbour Airport,Williams Harbour,Newfoundland and Labrador,CA,70,52.56689835,-55.78469849,America/St_Johns,
CCA7,,Apple River Airport,Apple River,Nova Scotia,CA,135,45.4618988,-64.8214035,America/Halifax,
CCC2,,Winterland Airport,Winterland,Newfoundland and Labrador,CA,156,47.13690186,-55.32920074,America/St_Johns,
CCD2,,Springdale Airport,Springdale,Newfoundland and Labrador,CA,250,49.47890091,-56.17810059,America/St_Johns,
CCD3,,Woodstock Airport,Woodstock,New Brunswick,CA,481,46.15224847,-67.54523277,America/Moncton,
CCD4,,Postville Airport,Postville,Newfoundland and Labrador,CA,193,54.91059875,-59.7867012,America/Halifax,
CCE2,,Mount Pleasant Airport,Mount Pleasant,Prince Edward Island,CA,0,46.59999847,-64,America/Halifax,
CCE3,,Juniper Airport,Juniper,New Brunswick,CA,837,46.56280136,-67.16829681,America/Moncton,
CCE4,,Black Tickle Airport,Black Tickle,Newfoundland and Labrador,CA,57,53.4693985,-55.78499985,America/Halifax,
CCF4,,Porters Lake Airport,Porters Lake,Nova Scotia,CA,20,44.70999369,-63.29968214,America/Halifax,
CCF6,,Edmonton/Morinville (Currie Field),,Alberta,CA,2374,53.819722,-113.760833,America/Edmonton,
CCF9,,Scottsfield Airpark,Scottsfield,New Brunswick,CA,600,45.96030045,-67.09529877,America/Moncton,
CCG3,,Weyman Airpark,Burtt's Corner,New Brunswick,CA,140,46.03749847,-66.85890198,America/Moncton,
CCG4,,Moncton / McEwen Airport,Moncton,New Brunswick,CA,214,46.15390015,-64.76860046,America/Moncton,
CCH2,,Upper Kent Airport,,Maine,CA,246,46.58713729,-67.7195549,America/Moncton,
CCH4,,Charlottetown Airport,Charlottetown,Newfoundland and Labrador,CA,209,52.76499939,-56.11560059,America/St_Johns,
CCI9,,Cortes Island (Hansen Airfield) Airport,Cortes Island,British Columbia,CA,164,50.02030182,-124.9840012,America/Vancouver,
CCJ3,,Boston Brook Airport,Boston Brook,New Brunswick,CA,958,47.44860077,-67.62470245,America/Moncton,
CCK3,,Grand Falls Airport,Grand Falls,New Brunswick,CA,712,47.07500076,-67.68499756,America/Moncton,
CCK4,YFX,St. Lewis (Fox Harbour) Airport,St. Lewis,Newfoundland and Labrador,CA,74,52.37279892,-55.6739006,America/St_Johns,
CCK5,,Owen Sound (Cook Field),Owen Sound,Ontario,CA,1040,44.64496396,-80.74560642,America/Toronto,
CCL2,,Candle Lake Airpark,Candle Lake,Saskatchewan,CA,1650,53.7682991,-105.3079987,America/Regina,
CCL3,,Christina Lake,,Alberta,CA,1905,55.62838361,-110.7511139,America/Edmonton,
CCM3,,Sevogle Airport,Sevogle,New Brunswick,CA,1350,47.1910553,-66.16061401,America/Moncton,
CCM4,,Port Au Choix Airport,Port Au Choix,Newfoundland and Labrador,CA,90,50.68889999,-57.33140183,America/St_Johns,
CCN2,,Grand Manan Airport,Grand Manan,New Brunswick,CA,238,44.7132988,-66.79640198,America/Moncton,
CCP2,,Exploits Valley Botwood Airport,Exploits Valley,Newfoundland and Labrador,CA,365,49.05599976,-55.4477005,America/St_Johns,
CCP3,,Chute-St-Philippe Airport,Chute-St-Philippe,Quebec,CA,860,46.66109848,-75.24500275,America/Toronto,
CCP4,YHA,Port Hope Simpson Airport,Port Hope Simpson,Newfoundland and Labrador,CA,347,52.52809906,-56.28609848,America/St_Johns,
CCP6,,Caniapiscau Airport,Caniapiscau,Quebec,CA,1672,54.83779907,-69.89279938,America/Toronto,
CCQ3,,Debert Airport,Debert,Nova Scotia,CA,142,45.41859818,-63.46060181,America/Halifax,
CCR3,,Florenceville Airport,Florenceville,New Brunswick,CA,508,46.42610168,-67.62809753,America/Halifax,
CCS3,,St. Stephen Airport,St. Stephen,New Brunswick,CA,96,45.20750046,-67.25060272,America/Moncton,
CCS4,,Chipman Airport,Chipman,New Brunswick,CA,65,46.14860153,-65.90419769,America/Moncton,
CCS5,,Havelock Airport,Havelock,New Brunswick,CA,425,45.9864006,-65.30190277,America/Moncton,
CCS6,,Courtenay (Smit Field) Airport,Courtenay,British Columbia,CA,500,49.68249893,-125.1009979,America/Vancouver,
CCT2,,Cookstown Airport,Cookstown,Ontario,CA,750,44.23889923,-79.63890076,America/Toronto,
CCV4,,Bell Island Airport,Bell Island,Newfoundland and Labrador,CA,150,47.63330078,-52.98329926,America/St_Johns,
CCW3,,Waterville / Kings County Municipal Airport,Waterville,Nova Scotia,CA,119,45.05189896,-64.65170288,America/Halifax,
CCW4,,Stanley Airport,Stanley,Nova Scotia,CA,95,45.1006012,-63.92060089,America/Halifax,
CCX3,,Brockway Airport,Brockway,New Brunswick,CA,300,45.56669998,-67.09999847,America/Moncton,
CCY3,,Sussex Airport,Sussex,New Brunswick,CA,467,45.68999863,-65.54000092,America/Moncton,
CCY4,,East Gore Eco Airpark,East Gore,Nova Scotia,CA,615,45.11750031,-63.70280075,America/Halifax,
CCZ2,YRG,Rigolet Airport,Rigolet,Newfoundland and Labrador,CA,180,54.17969894,-58.45750046,America/Halifax,
CCZ3,,Clarenville Airport,Clarenville,Newfoundland and Labrador,CA,199,48.27470016,-53.9239006,America/St_Johns,
CCZ4,,Margaree Airport,Margaree,Nova Scotia,CA,181,46.34109879,-60.97969818,America/Halifax,
CCZ5,,Thorburn Airport,Thorburn,Nova Scotia,CA,120,45.56060028,-62.59469986,America/Halifax,
CD01,,Lowe Airstrip,Cotopaxi,Colorado,US,6200,38.39833333,-105.6202778,America/Denver,CD01
CD02,,Skyote Airport,Steamboat Springs,Colorado,US,8200,40.75802694,-106.9719961,America/Denver,CD02
CD03,,Tinnes Airport,Lamar,Colorado,US,3850,38.19903333,-102.5728333,America/Denver,CD03
CD09,,Yoder Airstrip,Bennett,Colorado,US,5345,39.81970611,-104.4091258,America/Denver,CD09
CD10,,Chapman Field,South Fork,Colorado,US,8100,37.67500333,-106.5561522,America/Denver,CD10
CD13,,Morris Airport,Deer Trail,Colorado,US,4750,39.83506667,-103.7355972,America/Denver,CD13
CD14,,J & S Airport,Bennett,Colorado,US,5320,39.82887333,-104.4371822,America/Denver,CD14
CD15,,Schantz Airstrip,Simla,Colorado,US,5870,39.29638889,-104.125,America/Denver,CD15
CD20,,Sprague Airport,Loveland,Colorado,US,5603,40.47497222,-105.22025,America/Denver,CD20
CD23,,Aero Bear Field,Calhan,Colorado,US,6300,39.19833333,-104.3291667,America/Denver,CD23
CD28,,Tall Timber Airport,Indian Hills,Colorado,US,7360,39.64388333,-105.2676333,America/Denver,CD28
CD32,,Castle Lakes Airport,Lake City,Colorado,US,9300,37.90916667,-107.3502778,America/Denver,CD32
CD39,,Pond's Field,Berthoud,Colorado,US,5050,40.265,-105.1366667,America/Denver,CD39
CD45,,Flyin' B Ranch Airport,Elizabeth,Colorado,US,6720,39.32333333,-104.5733333,America/Denver,CD45
CD48,,Cuchara Ranch Airport,Walsenburg,Colorado,US,5827,37.78638889,-104.5936667,America/Denver,CD48
CD69,,Morning Shadows Ranch Airport,South Fork,Colorado,US,8300,37.74028028,-106.5255961,America/Denver,CD69
CDA3,,Valley Airport,Valley,Nova Scotia,CA,175,45.39670181,-63.21559906,America/Halifax,
CDA4,,Pokemouche Airport,Pokemouche,New Brunswick,CA,68,47.71640015,-64.88249969,America/Moncton,
CDA5,,St. Andrews Codroy Valley Airport,St. Andrews,Newfoundland and Labrador,CA,65,47.77360153,-59.31309891,America/St_Johns,
CDA6,,Bristol Airport,Bristol,New Brunswick,CA,574,46.45940018,-67.56469727,America/Halifax,
CDC3,,Dawson Creek (Flying L Ranch) Airport,Dawson Creek,British Columbia,CA,2680,55.81948853,-120.4602814,America/Dawson_Creek,
CDC4,,St-Quentin Airport,St-Quentin,New Brunswick,CA,875,47.52109909,-67.4210968,America/Moncton,
CDD3,,Ste-Agnes-de-Dundee Airport,Ste-Agnes-de-Dundee,Quebec,CA,160,45.04750061,-74.34329987,America/Toronto,
CDF3,,Englehart (Dave's Field),Englehart,Ontario,CA,700,47.80972222,-79.81111111,America/Toronto,
CDG3,,Dungannon,,Ontario,CA,870,43.836389,-81.606667,America/Toronto,
CDH1,,Deerhurst Resort Airport,Huntsville,Ontario,CA,1029,45.35419846,-79.15139771,America/Toronto,
CDH3,,Finlay Air Park,Finlay,Nova Scotia,CA,145,43.96220016,-65.99420166,America/Halifax,
CDJ4,,Clearwater Airport,Clearwater,New Brunswick,CA,1330,46.7132988,-66.82830048,America/Moncton,
CDJ5,,Strathmore (D.J. Murray) Airport,Strathmore,Alberta,CA,3150,51.13190079,-113.5599976,America/Edmonton,
CDK2,DVK,Diavik Airport,Diavik,Northwest Territories,CA,1413,64.51139832,-110.2890015,America/Yellowknife,
CDO2,,Ostergard's Airport,Drumheller,Alberta,CA,2900,51.29439926,-112.6139984,America/Edmonton,
CDT5,,Buctouche Airport,Buctouche,New Brunswick,CA,57,46.50939941,-64.69390106,America/Moncton,
CDU6,,Doaktown Airport,Doaktown,New Brunswick,CA,326,46.55250168,-66.09390259,America/Moncton,
CDU9,,Dunnville Airport,Dunnville,Ontario,CA,600,42.87220001,-79.59580231,America/Toronto,
CDV2,,Downs Gulch Airport,Downs Gulch,New Brunswick,CA,883,47.75360107,-67.42610168,America/Moncton,
CDW2,,Baddeck (Crown Jewel) Airport,Baddeck,Nova Scotia,CA,290,46.16500092,-60.78390121,America/Halifax,
CDY3,,Fogo Airport,Fogo,Newfoundland and Labrador,CA,80,49.65750122,-54.23749924,America/St_Johns,
CDY6,,Bridgewater / Dayspring Airpark,Bridgewater,Nova Scotia,CA,150,44.38190079,-64.45670319,America/Halifax,
CEA3,,Olds-Didsbury Airport,Olds-Didsbury,Alberta,CA,3360,51.7118988,-114.1070023,America/Edmonton,
CEA5,,Hardisty Airport,Hardisty,Alberta,CA,2326,52.64690018,-111.3840027,America/Edmonton,
CEA6,,Cardston Airport,Cardston,Alberta,CA,3887,49.16249847,-113.2409973,America/Edmonton,
CEB3,YCK,Colville Lake Airport,Colville Lake,Northwest Territories,CA,850,67.03330231,-126.0830002,America/Yellowknife,
CEB5,,Fairview Airport,Fairview,Alberta,CA,2166,56.08140183,-118.4349976,America/Edmonton,
CEC3,,Fox Lake Airport,Fox Lake,Alberta,CA,850,58.47330093,-114.5429993,America/Edmonton,
CEC4,,Hinton / Jasper-Hinton Airport,Hinton,Alberta,CA,4006,53.31919861,-117.7529984,America/Edmonton,
CED3,,Oyen Municipal Airport,Oyen,Alberta,CA,2498,51.33420181,-110.4909973,America/Edmonton,
CED4,,Fox Creek Airport,Fox Creek,Alberta,CA,2842,54.38000107,-116.7659988,America/Edmonton,
CED5,,Taber Airport,Taber,Alberta,CA,2648,49.8266983,-112.1849976,America/Edmonton,
CED6,,Highwood Airport,De Winton,Alberta,CA,3450,50.80189896,-113.8889999,America/Edmonton,
CEE4,,Hinton / Entrance Airport,Hinton,Alberta,CA,3450,53.38140106,-117.7009964,America/Edmonton,
CEE5,,Wabasca Airport,Wabasca,Alberta,CA,1827,55.9618988,-113.8190002,America/Edmonton,
CEE6,,Edmonton / Twin Island Airpark,Edmonton,Alberta,CA,2435,53.47109985,-113.1539993,America/Edmonton,
CEE8,,Viking Airport,Viking,Alberta,CA,2260,53.10896853,-111.8649387,America/Edmonton,
CEF2,,Belwood (Ellen Field),,Ontario,CA,1540,43.83723543,-80.36945343,America/Toronto,
CEF3,,Bow Island Airport,Bow Island,Alberta,CA,2634,49.88330078,-111.3330002,America/Edmonton,
CEF4,,Airdrie Airport,Airdrie,Alberta,CA,3648,51.26390076,-113.9339981,America/Edmonton,
CEF6,,Forestburg Airport,Forestburg,Alberta,CA,2334,52.5746994,-112.0839996,America/Edmonton,
CEG2,,Acme Airport,Acme,Alberta,CA,3035,51.45640183,-113.5149994,America/Edmonton,
CEG3,,Lacombe Airport,Lacombe,Alberta,CA,2783,52.48830032,-113.711998,America/Edmonton,
CEG4,,Drumheller Municipal Airport,Drumheller,Alberta,CA,2597,51.49639893,-112.7490005,America/Edmonton,
CEG5,,Chipewyan Lake Airport,Chipewyan Lake,Alberta,CA,1800,56.95249939,-113.4960022,America/Edmonton,
CEG8,,North Seal River Airport,North Seal River,Manitoba,CA,980,58.9693985,-99.97499847,America/Winnipeg,
CEH2,,Cu Nim Airport,Black Diamond,Alberta,CA,3700,50.72249985,-114.1790009,America/Edmonton,
CEH3,,Ponoka Industrial Airport,Ponoka Industrial,Alberta,CA,2669,52.65169907,-113.6060028,America/Edmonton,
CEH4,,De Winton South Calgary Airport,De Winton,Alberta,CA,3355,50.82189941,-113.8239975,America/Edmonton,
CEH5,,Red Earth Creek Airport,Red Earth Creek,Alberta,CA,1790,56.54639816,-115.2740021,America/Edmonton,
CEH6,,Provost Airport,Provost,Alberta,CA,2197,52.33810043,-110.2789993,America/Edmonton,
CEJ3,,Stettler Airport,Stettler,Alberta,CA,2686,52.31000137,-112.7539978,America/Edmonton,
CEJ4,,Claresholm Industrial Airport,Claresholm,Alberta,CA,3325,50.00469971,-113.6299973,America/Edmonton,
CEJ6,,Elk Point Airport,Elk Point,Alberta,CA,1981,53.89310074,-110.7720032,America/Edmonton,
CEK2,,Braeburn Airport,Braeburn,Yukon,CA,2400,61.4844017,-135.776001,America/Whitehorse,
CEK6,,Killam-Sedgewick Airport,Killam,Alberta,CA,2182,52.79999924,-111.7669983,America/Edmonton,
CEL3,,East Linton (Kerr Field),,Ontario,CA,750,44.66106798,-80.94402552,America/Toronto,
CEL4,,Hanna Airport,Hanna,Alberta,CA,2738,51.63140106,-111.9039993,America/Edmonton,
CEL5,,Valleyview Airport,Valleyview,Alberta,CA,2435,55.03250122,-117.2959976,America/Edmonton,
CEL6,,Two Hills Airport,Two Hills,Alberta,CA,2010,53.70000076,-111.7829971,America/Edmonton,
CEL8,,Eleonore,,Quebec,CA,750,52.71830662,-76.07980728,America/Toronto,
CEM3,YLE,Whati Airport,Whati,Northwest Territories,CA,882,63.13169861,-117.2460022,America/Edmonton,
CEM4,,Innisfail Airport,Innisfail,Alberta,CA,3017,52.07860184,-114.0270004,America/Edmonton,
CEM5,,Swan Hills Airport,Swan Hills,Alberta,CA,3473,54.67079926,-115.4150009,America/Edmonton,
CEN2,,Bassano Airport,Bassano,Alberta,CA,2613,50.79999924,-112.4670029,America/Edmonton,
CEN3,,Three Hills Airport,Three Hills,Alberta,CA,2975,51.69670105,-113.2089996,America/Edmonton,
CEN4,,High River Airport,High River,Alberta,CA,3431,50.53329849,-113.8330002,America/Edmonton,
CEN5,,Cold Lake Regional Airport,Cold Lake,Alberta,CA,1786,54.47750092,-110.2689972,America/Edmonton,
CEN6,,Vauxhall Airport,Vauxhall,Alberta,CA,2579,50.03329849,-112.0830002,America/Edmonton,
CEP3,,Barrhead Airport,Barrhead,Alberta,CA,2121,54.09999847,-114.4329987,America/Edmonton,
CEP4,,Ross International Airport,Coutts,Montana,CA,3550,49,-111.9670029,America/Denver,
CEP5,,Janvier Airport,Janvier,Alberta,CA,1575,55.90000153,-110.7330017,America/Edmonton,
CEP6,,Warner Airport,Warner,Alberta,CA,3319,49.29330063,-112.189003,America/Edmonton,
CEQ3,,Camrose Airport,Camrose,Alberta,CA,2426,53.04029846,-112.8160019,America/Edmonton,
CEQ4,,Del Bonita / Whetstone International Airport,Del Bonita,Montana,CA,4335,48.99860001,-112.776001,America/Denver,
CEQ5,,Grande Cache Airport,Grande Cache,Alberta,CA,4117,53.91690063,-118.8740005,America/Edmonton,
CER2,,Castor Airport,Castor,Alberta,CA,2704,52.22092492,-111.926887,America/Edmonton,
CER3,,Drayton Valley Industrial Airport,Drayton Valley,Alberta,CA,2776,53.26580048,-114.9599991,America/Edmonton,
CER4,NML,Fort McMurray / Mildred Lake Airport,Fort McMurray,Alberta,CA,1046,57.05559921,-111.5739975,America/Edmonton,
CES2,,St-Esprit,,Quebec,CA,192,45.9143997,-73.67239594,America/Toronto,
CES4,,Westlock Airport,Westlock,Alberta,CA,2214,54.14220047,-113.7409973,America/Edmonton,
CET2,,Conklin (Leismer) Airport,Conklin,Alberta,CA,1930,55.69530106,-111.2789993,America/Edmonton,
CET4,,Fort Simpson Island Airport,Fort Simpson Island,Northwest Territories,CA,405,61.86669922,-121.3659973,America/Yellowknife,
CET9,,Jean Marie River Airport,Jean Marie River,Northwest Territories,CA,470,61.51670074,-120.6169968,America/Yellowknife,
CEU2,,Beaverlodge Airport,Beaverlodge,Alberta,CA,2289,55.18420029,-119.447998,America/Edmonton,
CEU9,,Trout Lake Airport,Trout Lake,Northwest Territories,CA,1635,60.43939972,-121.2369995,America/Yellowknife,
CEV2,,Edra Airport,Edra,Alberta,CA,2625,57.84999847,-113.25,America/Edmonton,
CEV3,,Vegreville Airport,Vegreville,Alberta,CA,2072,53.51440048,-112.0270004,America/Edmonton,
CEV5,,Mayerthorpe Airport,Mayerthorpe,Alberta,CA,2432,53.9375,-115.1790009,America/Edmonton,
CEV7,,Tofield Airport,Tofield,Alberta,CA,2311,53.37110138,-112.6969986,America/Edmonton,
CEV9,,Snare River Airport,Snare River,Northwest Territories,CA,700,63.43330002,-116.1829987,America/Yellowknife,
CEW3,,St. Paul Airport,St. Paul,Alberta,CA,2147,53.99330139,-111.3799973,America/Edmonton,
CEW5,,Milk River Airport,Milk River,Alberta,CA,3449,49.13330078,-112.0500031,America/Edmonton,
CEX3,,Wetaskiwin Regional Airport,Wetaskiwin,Alberta,CA,2509,52.96500015,-113.4110031,America/Edmonton,
CEX4,,Carmacks Airport,Carmacks,Yukon,CA,1770,62.10810089,-136.1799927,America/Whitehorse,
CEX9,,Brant (Dixon Farm) Airport,Brant,Alberta,CA,3342,50.41939926,-113.5410004,America/Edmonton,
CEY3,,Fort Macleod Airport,Fort Macleod,Alberta,CA,3138,49.70000076,-113.4169998,America/Edmonton,
CEZ2,,Chapman Lake Airport,Chapman Lake,Yukon,CA,3100,64.90000153,-138.2669983,America/Whitehorse,
CEZ3,,Edmonton / Cooking Lake Airport,Edmonton,Alberta,CA,2437,53.42750168,-113.1159973,America/Edmonton,
CEZ4,,Fort Vermilion Airport,Fort Vermilion,Alberta,CA,836,58.40420151,-115.9509964,America/Edmonton,
CFA4,,Carcross Airport,Carcross,Yukon,CA,2161,60.17419815,-134.697998,America/Whitehorse,
CFA5,,Grande Airport,Grande,Alberta,CA,1750,56.29999924,-112.2330017,America/Edmonton,
CFA7,,Taltheilei Narrows Airport,Taltheilei Narrows,Northwest Territories,CA,570,62.59809875,-111.5429993,America/Yellowknife,
CFB3,,Hespero Airport,Hespero,Alberta,CA,3175,52.29999924,-114.4639969,America/Edmonton,
CFB4,,Trout Lake Airport,Trout Lake,Alberta,CA,2290,56.5,-114.5500031,America/Edmonton,
CFB5,,Namur Lake Airport,Namur Lake,Alberta,CA,2560,57.38330078,-112.8000031,America/Edmonton,
CFB6,,Edmonton / Josephburg Airport,Edmonton,Alberta,CA,2069,53.72799803,-113.0865669,America/Edmonton,
CFB7,,Steen River Airport,Steen River,Alberta,CA,996,59.63330078,-117.1669998,America/Edmonton,
CFC4,,Macmillan Pass Airport,Macmillan Pass,Yukon,CA,3810,63.18109894,-130.2019958,America/Whitehorse,
